TIME_FIELD,QUANTITY,STORE_SALES,FAM_SALES,TEMPERATURE,HUMIDITY_MAX_PERCENT,Margin_Unitaire,Unit_price,day,week_day,week,month
2016-03-20,82.0,501548.70011,470.04000001,23.0,87.0,0.27084439024390244,2.2143902440243903,20.0,6.0,11.0,3.0
2016-03-21,331.0,1484215.1298,1747.0,22.0,90.0,0.2937082477945619,2.237734139003021,21.0,0.0,12.0,3.0
2016-03-22,359.0,1553261.10003001,1959.92000001,24.0,88.0,0.2804584123119777,2.2242061281615597,22.0,1.0,12.0,3.0
2016-03-23,299.0,1612856.5421,1851.8899,23.0,91.0,0.2871814381270903,2.231070234147157,23.0,2.0,12.0,3.0
2016-03-24,297.0,1663974.10070001,1637.92000001,24.0,92.0,0.2798013468350168,2.2235353535353535,24.0,3.0,12.0,3.0
2016-03-25,366.0,2554997.36944001,2151.88000001,24.0,90.0,0.2675078142349727,2.2109836065846995,25.0,4.0,12.0,3.0
2016-03-26,536.0,3489005.46114,3210.81,24.0,84.0,0.27136865673507465,2.214925373152985,26.0,5.0,12.0,3.0
2016-03-27,83.0,521582.84056,454.65,23.0,83.0,0.32955843373493976,2.2743373495180723,27.0,6.0,12.0,3.0
2016-03-29,397.0,1876506.11919,2378.34000001,22.0,86.0,0.4428421914609571,2.390000000025189,29.0,1.0,13.0,3.0
2016-03-30,400.0,1915717.40136001,2361.91,22.0,90.0,0.44284217505,2.39,30.0,2.0,13.0,3.0
2016-03-31,338.0,1785144.17034,2104.91,23.0,89.0,0.44284210062130175,2.390000000029586,31.0,3.0,13.0,3.0
2016-04-01,411.0,2279312.44133,2498.32990001,23.0,89.0,0.4428422627980535,2.39,1.0,4.0,13.0,4.0
2016-04-02,487.0,2994088.2514,3083.30310001,22.0,87.0,0.4428424845995893,2.390000205359343,2.0,5.0,13.0,4.0
2016-04-03,102.0,520960.82983001,597.46000001,21.0,87.0,0.42384215696078426,2.3900000000980395,3.0,6.0,13.0,4.0
2016-04-04,343.0,1596769.18016,1956.8,21.0,86.0,0.4238421574927114,2.39,4.0,0.0,14.0,4.0
2016-04-05,420.0,1860622.82792001,2266.99,24.0,84.0,0.42384228573809524,2.3899999999999997,5.0,1.0,14.0,4.0
2016-04-06,640.0,2346374.15918,2741.66310001,23.0,88.0,0.42224012503125,2.388364218765625,6.0,2.0,14.0,4.0
2016-04-07,474.0,2144234.55157001,2338.0797,25.0,82.0,0.4228551265822785,2.388992194092827,7.0,3.0,14.0,4.0
2016-04-08,427.0,2544058.55008,2537.9428,26.0,82.0,0.4210990632552693,2.387199297447307,8.0,4.0,14.0,4.0
2016-04-09,604.0,3146106.21053,3516.462,23.0,84.0,0.42345453645695363,2.3896041390728477,9.0,5.0,14.0,4.0
2016-04-10,91.0,531765.34966,596.982,23.0,88.0,0.42384219791208794,2.39000000010989,10.0,6.0,14.0,4.0
2016-04-11,529.0,1657174.18923,2266.95,23.0,90.0,0.26165283557655955,2.224404536880907,11.0,0.0,15.0,4.0
2016-04-12,544.0,1665077.66107,2348.90000001,23.0,90.0,0.2548902573897059,2.2175,12.0,1.0,15.0,4.0
2016-04-13,520.0,1696797.64078001,2288.62,25.0,86.0,0.26291409615384614,2.2256923076923076,13.0,2.0,15.0,4.0
2016-04-14,447.0,1664036.56957001,2138.48000001,24.0,86.0,0.27765055932885907,2.2407382550559283,14.0,3.0,15.0,4.0
2016-04-15,510.0,2194994.67265001,2679.73000001,24.0,86.0,0.258375902,2.2210588235490194,15.0,4.0,15.0,4.0
2016-04-16,669.0,2804361.88895001,3352.91,24.0,86.0,0.256240911838565,2.2188789237817637,16.0,5.0,15.0,4.0
2016-04-17,116.0,510729.34967001,625.13,24.0,87.0,0.25159724137931033,2.2141379310344824,17.0,6.0,15.0,4.0
2016-04-18,447.0,1443471.69010001,2017.69000001,24.0,87.0,0.26502975393736017,2.22785234901566,18.0,0.0,16.0,4.0
2016-04-19,370.0,1355584.36946,1902.77,24.0,87.0,0.2592977568108108,2.222,19.0,1.0,16.0,4.0
2016-04-20,383.0,1600156.35086,1977.48000001,24.0,88.0,0.25076668407310704,2.2132898172584854,20.0,2.0,16.0,4.0
2016-04-21,391.0,1471978.11028,1898.01,24.0,89.0,0.24468895143222502,2.2070843990025577,21.0,3.0,16.0,4.0
2016-04-22,415.0,2036195.28054,2144.14,24.0,88.0,0.25002257833734937,2.2125301205060244,22.0,4.0,16.0,4.0
2016-04-23,482.0,2509888.86226,2795.80000001,24.0,89.0,0.2568715560580913,2.2195228215767635,23.0,5.0,16.0,4.0
2016-04-24,80.0,462502.58086,525.25990001,23.0,90.0,0.259297625125,2.222,24.0,6.0,16.0,4.0
2016-04-25,345.0,1370952.28892,1853.67000001,22.0,90.0,0.42384220289855074,2.3899999999999997,25.0,0.0,17.0,4.0
2016-04-26,335.0,1461472.77891001,2051.28000001,23.0,89.0,0.42384211943283584,2.39,26.0,1.0,17.0,4.0
2016-04-27,356.0,1514894.43060001,2021.04,23.0,89.0,0.423842191011236,2.39000000002809,27.0,2.0,17.0,4.0
2016-04-28,367.0,1580603.36115001,2015.42000001,24.0,88.0,0.42384217983651223,2.39,28.0,3.0,17.0,4.0
2016-04-29,400.0,2166933.83927,2548.9201,23.0,87.0,0.42384212502499996,2.39,29.0,4.0,17.0,4.0
2016-04-30,500.0,2852632.50008001,3380.28667,23.0,88.0,0.42295412,2.38909334,30.0,5.0,17.0,4.0
2016-05-02,407.0,1798981.09962,2218.99,23.0,90.0,0.4238422113022112,2.3900000000245702,2.0,0.0,18.0,5.0
2016-05-03,392.0,1843460.23079,2275.22,23.0,88.0,0.4238421683928571,2.39,3.0,1.0,18.0,5.0
2016-05-04,450.0,2171408.53882,2475.87,22.0,91.0,0.42384222224444446,2.39,4.0,2.0,18.0,5.0
2016-05-05,274.0,1261801.43033,1463.41120001,23.0,89.0,0.4229885401824817,2.389128467189781,5.0,3.0,18.0,5.0
2016-05-06,417.0,2497565.68882,2704.4266,24.0,84.0,0.4232807674100719,2.3894268585131893,6.0,4.0,18.0,5.0
2016-05-07,694.0,2911565.01194001,3521.6357,22.0,83.0,0.42282864554755045,2.3889651296974064,7.0,5.0,18.0,5.0
2016-05-08,108.0,495772.86019,516.68,23.0,75.0,0.42166574092592596,2.3877777777777776,8.0,6.0,18.0,5.0
2016-05-09,470.0,1872143.08145,2441.0,20.0,82.0,0.4238421915106383,2.39,9.0,0.0,19.0,5.0
2016-05-10,508.0,1857589.08042001,2638.31,19.0,82.0,0.423842126003937,2.3899999999999997,10.0,1.0,19.0,5.0
2016-05-11,453.55200001,1752283.29024001,2325.58800001,20.0,84.0,0.43627035046838575,2.3709673862672647,11.0,2.0,19.0,5.0
2016-05-12,388.0,1765189.13015001,2132.64,20.0,87.0,0.43984216497422673,2.390000000025773,12.0,3.0,19.0,5.0
2016-05-13,438.0,2229135.49062,2636.29,20.0,86.0,0.43984223746575346,2.3899999999999997,13.0,4.0,19.0,5.0
2016-05-14,514.0,2580624.86216001,3109.04,20.0,86.0,0.4398421595525292,2.3900000000194552,14.0,5.0,19.0,5.0
2016-05-15,68.0,503800.55064,496.68000001,20.0,85.0,0.43984220588235295,2.3900000001470585,15.0,6.0,19.0,5.0
2016-05-16,217.0,1168568.78013001,1205.86,20.0,88.0,0.43984216594470044,2.39,16.0,0.0,20.0,5.0
2016-05-17,425.0,1702783.48035001,2359.84000001,20.0,85.0,0.4398421647294118,2.39,17.0,1.0,20.0,5.0
2016-05-18,342.0,1614859.74848001,2117.19000001,22.0,67.0,0.43984207605263154,2.39,18.0,2.0,20.0,5.0
2016-05-19,318.0,1454626.57996001,1735.16000001,22.0,85.0,0.4398421384276729,2.39,19.0,3.0,20.0,5.0
2016-05-20,352.0,2018956.01949001,2235.41,22.0,84.0,0.4398421875568182,2.39,20.0,4.0,20.0,5.0
2016-05-21,409.0,2497536.50854,2840.43,22.0,83.0,0.43984220051344747,2.39,21.0,5.0,20.0,5.0
2016-05-22,80.0,463165.5598,567.17010001,19.0,81.0,0.43984225025,2.3899999999999997,22.0,6.0,20.0,5.0
2016-05-23,382.0,1387216.04928,1942.88000001,18.0,82.0,0.43984225133507854,2.3900000000261783,23.0,0.0,21.0,5.0
2016-05-24,342.0,1535050.5806,1991.2999,19.0,84.0,0.43984213456140353,2.39,24.0,1.0,21.0,5.0
2016-05-25,318.0,1568690.66859,1850.49000001,18.0,85.0,0.4398421698427673,2.39,25.0,2.0,21.0,5.0
2016-05-26,348.0,1602157.43004001,1927.19000001,19.0,84.0,0.4398421839367816,2.390000000028736,26.0,3.0,21.0,5.0
2016-05-27,387.0,2389985.59006,2441.85,18.0,89.0,0.43984214472868216,2.3899999999999997,27.0,4.0,21.0,5.0
2016-05-28,527.0,3352636.11005,3265.7801,18.0,90.0,0.4398422770588235,2.39,28.0,5.0,21.0,5.0
2016-05-29,54.0,484193.04041001,387.27,19.0,86.0,0.4398420374074074,2.3900000001851853,29.0,6.0,21.0,5.0
2016-05-30,373.0,1583710.56919,1929.70000001,19.0,86.0,0.4398421984182306,2.39000000002681,30.0,0.0,22.0,5.0
2016-05-31,352.0,1675105.34251001,1937.74000001,20.0,80.0,0.4398421591477273,2.39,31.0,1.0,22.0,5.0
2016-06-01,366.0,1752048.25902,2158.14,22.0,83.0,0.4398422131693989,2.3900000000273223,1.0,2.0,22.0,6.0
2016-06-02,382.0,1803386.62941001,2101.43,19.0,86.0,0.43922688486910993,2.389371727774869,2.0,3.0,22.0,6.0
2016-06-03,441.0,2183165.51192,2602.98000001,19.0,87.0,0.43984222224489794,2.3900000000226753,3.0,4.0,22.0,6.0
2016-06-04,494.0,2743987.22157001,3101.91,19.0,88.0,0.4398421862753037,2.390000000020243,4.0,5.0,22.0,6.0
2016-06-05,59.0,505601.78078,506.80000001,19.0,89.0,0.4398420340677966,2.3899999999999997,5.0,6.0,22.0,6.0
2016-06-06,365.0,1689756.11029,2111.25480001,19.0,90.0,0.43791506854794515,2.3880323287671232,6.0,0.0,23.0,6.0
2016-06-07,680.0,2222639.75083,3147.90700001,21.0,88.0,0.43772605883823523,2.3878394117794115,7.0,1.0,23.0,6.0
2016-06-08,470.0,2005634.45912001,2311.1229,19.0,84.0,0.43543346808510636,2.385498723425532,8.0,2.0,23.0,6.0
2016-06-09,425.0,1931524.89164001,2254.7401,18.0,85.0,0.43866837649411766,2.388801411764706,9.0,3.0,23.0,6.0
2016-06-10,488.0,2455987.26910001,2690.758,18.0,80.0,0.43805897543032785,2.3881793032786884,10.0,4.0,23.0,6.0
2016-06-11,577.0,2725320.28877,3294.75,18.0,89.0,0.4398421837435008,2.39,11.0,5.0,23.0,6.0
2016-06-12,125.0,495537.71845,693.98000001,19.0,91.0,0.43984248008,2.39,12.0,6.0,23.0,6.0
2016-06-13,410.0,1731668.87947001,2168.57000001,19.0,87.0,0.43984224390243903,2.39,13.0,0.0,24.0,6.0
2016-06-14,461.0,1845806.52851001,2393.15990001,18.0,87.0,0.43984214752711503,2.39,14.0,1.0,24.0,6.0
2016-06-15,416.0,1751707.24088,2216.2601,18.0,89.0,0.4409722115384615,2.3911538461778847,15.0,2.0,24.0,6.0
2016-06-16,407.0,1681322.50903001,2169.05000001,22.0,84.0,0.43984213761670754,2.3900000000245702,16.0,3.0,24.0,6.0
2016-06-17,390.0,2342198.78129,2297.82000001,18.0,87.0,0.4392394872307692,2.3893846154102563,17.0,4.0,24.0,6.0
2016-06-18,493.0,3012384.55877001,3058.47,18.0,87.0,0.4398421704259635,2.39,18.0,5.0,24.0,6.0
2016-06-19,95.0,498024.20018,505.72100001,17.0,88.0,0.4308424210526316,2.390000000105263,19.0,6.0,24.0,6.0
2016-06-20,322.0,1336399.49142001,1767.64000001,18.0,87.0,0.43084220503105586,2.390000000031056,20.0,0.0,25.0,6.0
2016-06-21,349.0,1424573.82991001,1944.45000001,18.0,87.0,0.4308422636676218,2.390000000028653,21.0,1.0,25.0,6.0
2016-06-22,338.0,1531953.95951,1783.3,20.0,88.0,0.43084218934911245,2.390000000029586,22.0,2.0,25.0,6.0
2016-06-23,360.0,1497297.97985001,1914.45010001,19.0,90.0,0.43084202777777775,2.39,23.0,3.0,25.0,6.0
2016-06-24,371.0,1922740.56985001,2268.55000001,20.0,87.0,0.43084212940700806,2.390000000026954,24.0,4.0,25.0,6.0
2016-06-25,450.0,2374883.66979001,2824.80000001,18.0,89.0,0.4308421111555556,2.39,25.0,5.0,25.0,6.0
2016-06-26,99.0,498888.36077001,580.03,18.0,86.0,0.4308422223232323,2.39000000010101,26.0,6.0,25.0,6.0
2016-06-27,374.0,1399771.67994,2016.44000001,18.0,86.0,0.4308422727272727,2.390000000026738,27.0,0.0,26.0,6.0
2016-06-28,429.0,1517271.52079,2169.72,19.0,88.0,0.4308422610955711,2.3899999999999997,28.0,1.0,26.0,6.0
2016-06-29,375.0,1610533.41987001,2066.06010001,18.0,87.0,0.43084210669333334,2.39,29.0,2.0,26.0,6.0
2016-06-30,347.0,1588277.35929001,1869.49000001,18.0,85.0,0.430842190259366,2.3900000000288184,30.0,3.0,26.0,6.0
2016-07-01,430.0,2138931.34243001,2507.75,18.0,83.0,0.4286556046976744,2.387767441883721,1.0,4.0,26.0,7.0
2016-07-02,544.0,2534754.50817,3203.88000001,19.0,84.0,0.43084215075367643,2.3900000000183823,2.0,5.0,26.0,7.0
2016-07-03,69.0,498923.46031,540.1101,18.0,83.0,0.4308423191304348,2.39,3.0,6.0,26.0,7.0
2016-07-04,456.0,1639544.24976001,2325.57000001,17.0,85.0,0.4308422587938596,2.3899999999999997,4.0,0.0,27.0,7.0
2016-07-05,481.0,1821424.44043,2193.37,16.0,84.0,0.43084220376299376,2.3899999999999997,5.0,1.0,27.0,7.0
2016-07-06,741.0,2212044.32047001,3120.5901,18.0,85.0,0.43043260461538463,2.3895817813900133,6.0,2.0,27.0,7.0
2016-07-07,646.0,2122939.66915,2827.94110001,17.0,84.0,0.4294793034055727,2.388608513931888,7.0,3.0,27.0,7.0
2016-07-08,497.0,2268423.03855001,2620.82090001,19.0,83.0,0.4292476659959758,2.3883720321931587,8.0,4.0,27.0,7.0
2016-07-09,643.0,2764129.95006001,3710.464,17.0,87.0,0.43084217732503893,2.39,9.0,5.0,27.0,7.0
2016-07-10,121.0,547066.48111001,753.07000001,20.0,83.0,0.43084223140495864,2.39,10.0,6.0,27.0,7.0
2016-07-11,475.0,1548250.50827001,2357.36000001,20.0,84.0,0.4308421263157895,2.39,11.0,0.0,28.0,7.0
2016-07-12,487.0,1820608.8002,2683.47,19.0,87.0,0.43084217661190966,2.390000000020534,12.0,1.0,28.0,7.0
2016-07-13,510.0,2110848.93093,2781.66,18.0,86.0,0.4228421960784314,2.390000000019608,13.0,2.0,28.0,7.0
2016-07-14,250.0,1087656.59933001,1248.475,18.0,87.0,0.42284215999999997,2.39,14.0,3.0,28.0,7.0
2016-07-15,418.0,2160212.06185001,2708.01000001,17.0,86.0,0.4228421770574163,2.39,15.0,4.0,28.0,7.0
2016-07-16,491.0,2231369.77934,3003.1,17.0,87.0,0.42284226069246433,2.3900000000203665,16.0,5.0,28.0,7.0
2016-07-17,89.0,395595.64063,552.55,17.0,89.0,0.42020078662921345,2.3873033707865168,17.0,6.0,28.0,7.0
2016-07-18,481.0,1527953.98953,2595.95,21.0,83.0,0.4228422869230769,2.3899999999999997,18.0,0.0,29.0,7.0
2016-07-19,516.0,1520349.18911,2808.7,20.0,84.0,0.4228422093023256,2.3900000000193797,19.0,1.0,29.0,7.0
2016-07-20,397.0,1462622.98863001,2201.49,20.0,84.0,0.42284221662468513,2.390000000025189,20.0,2.0,29.0,7.0
2016-07-21,421.0,1465535.00046001,2248.18,20.0,82.0,0.42284211406175776,2.3900000000237527,21.0,3.0,29.0,7.0
2016-07-22,407.0,1868484.59030001,2361.15000001,20.0,84.0,0.4228421867813268,2.3900000000245702,22.0,4.0,29.0,7.0
2016-07-23,447.0,2167112.18850001,2583.59000001,20.0,83.0,0.4228421476510067,2.3899999999999997,23.0,5.0,29.0,7.0
2016-07-24,93.0,420688.68992,524.67,20.0,83.0,0.4228421505376344,2.3900000001075266,24.0,6.0,29.0,7.0
2016-07-25,349.0,1445178.87936,1969.42000001,20.0,84.0,0.4228422636676218,2.390000000028653,25.0,0.0,30.0,7.0
2016-07-26,348.0,1457578.63799,2003.29,20.0,83.0,0.4228421264942529,2.390000000028736,26.0,1.0,30.0,7.0
2016-07-27,362.0,1471465.22037,1992.56,20.0,83.0,0.4228421270994475,2.3899999999999997,27.0,2.0,30.0,7.0
2016-07-28,405.0,1568097.85880001,2090.83,18.0,88.0,0.4228422716296296,2.3900000000246915,28.0,3.0,30.0,7.0
2016-07-29,437.0,2037856.76111001,2494.1,18.0,89.0,0.4228421968421052,2.390000000022883,29.0,4.0,30.0,7.0
2016-07-30,508.0,2378356.11799001,2990.14,18.0,92.0,0.42284212600393695,2.3899999999999997,30.0,5.0,30.0,7.0
2016-07-31,87.0,429183.78936,564.68,20.0,89.0,0.4228421840229885,2.3900000001149424,31.0,6.0,30.0,7.0
2016-08-01,433.0,1634662.17107,2195.13000001,20.0,88.0,0.42229939956120094,2.3894457275057737,1.0,0.0,31.0,8.0
2016-08-02,432.0,1737095.29153001,2292.22,19.0,89.0,0.4222980324305556,2.389444444467592,2.0,1.0,31.0,8.0
2016-08-03,434.0,1676152.97945,2284.72,20.0,91.0,0.42284221200460825,2.39,3.0,2.0,31.0,8.0
2016-08-04,348.0,1723670.9685,2041.87,19.0,91.0,0.4234801437068965,2.390000000028736,4.0,3.0,31.0,8.0
